"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)",
"0400000US12","Florida","67917","259",
"1400000US12086007003","Census Tract 70.03; Miami-Dade County; Florida","57829","27810",
"1400000US12086007004","Census Tract 70.04; Miami-Dade County; Florida","68516","12889",
"1400000US12086007005","Census Tract 70.05; Miami-Dade County; Florida","43512","15115",
"1400000US12086007006","Census Tract 70.06; Miami-Dade County; Florida","53333","9040",
"1400000US12086007007","Census Tract 70.07; Miami-Dade County; Florida","60291","34063",
"1400000US12086007101","Census Tract 71.01; Miami-Dade County; Florida","56600","54207",
"1400000US12086007103","Census Tract 71.03; Miami-Dade County; Florida","108750","55872",
"1400000US12086007104","Census Tract 71.04; Miami-Dade County; Florida","158750","42375",
"1400000US12086007200","Census Tract 72; Miami-Dade County; Florida","57143","19497",
"1400000US12086007300","Census Tract 73; Miami-Dade County; Florida","250,000+","***",
"1400000US12086007401","Census Tract 74.01; Miami-Dade County; Florida","229375","64308",
"1400000US12086007402","Census Tract 74.02; Miami-Dade County; Florida","126518","43318",
"1400000US12086007403","Census Tract 74.03; Miami-Dade County; Florida","124773","42084",
"1400000US12086007501","Census Tract 75.01; Miami-Dade County; Florida","220804","61097",
"1400000US12086007503","Census Tract 75.03; Miami-Dade County; Florida","72000","41693",
"1400000US12086007601","Census Tract 76.01; Miami-Dade County; Florida","112250","23927",
"1400000US12086007603","Census Tract 76.03; Miami-Dade County; Florida","35583","13920",
"1400000US12086007605","Census Tract 76.05; Miami-Dade County; Florida","77826","8644",
"1400000US12086007607","Census Tract 76.07; Miami-Dade County; Florida","94500","33915",
"1400000US12086007608","Census Tract 76.08; Miami-Dade County; Florida","118015","38334",
"1400000US12086007609","Census Tract 76.09; Miami-Dade County; Florida","69076","18342",
"1400000US12086007610","Census Tract 76.10; Miami-Dade County; Florida","99296","11056",
"1400000US12086007704","Census Tract 77.04; Miami-Dade County; Florida","67704","17294",
"1400000US12086007705","Census Tract 77.05; Miami-Dade County; Florida","59652","19534",
"1400000US12086007706","Census Tract 77.06; Miami-Dade County; Florida","140211","39499",
